Scan_Group,Point_0,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16,Point_17,Point_18,Point_19,Point_20,Point_21,Point_22,Point_23,Point_24,Point_25,Point_26,Point_27,Point_28,Point_29,Point_30,Point_31,Point_32,Point_33,Point_34,Point_35,Point_36,Point_37,Point_38,Point_39,Point_40,Point_41,Point_42,Point_43,Point_44,Point_45,Point_46,Point_47,Point_48,Point_49,Point_50,Point_51,Point_52,Point_53,Point_54,Point_55,Point_56,Point_57,Point_58,Point_59,Point_60,Point_61,Point_62,Point_63,Point_64,Point_65,Point_66,Point_67,Point_68,Point_69,Point_70,Point_71,Point_72,Point_73,Point_74,Point_75,Point_76,Point_77,Point_78,Point_79,Point_80,Point_81,Point_82,Point_83,Point_84,Point_85,Point_86,Point_87,Point_88,Point_89,Point_90,Point_91,Point_92,Point_93,Point_94,Point_95,Point_96,Point_97,Point_98,Point_99,Bean Name
Scan_1,-8104.64,-19043.34,-9908.92,-169.36,872.12,3570.04,-26338.16,-7257.74,-32356.72,-33281.2,-18875.36,-18705.2,-25067.86,-33939.28,-17058.22,-13066.48,-17292.4,-12984.66,-20235.98,-22906.94,-32128.64,-31971.34,-22419.52,-19850.02,-31405.72,-33063.22,-29906.5,-22264.8,-21685.24,-19167.22,-645.62,-5407.96,1636.94,-1409.6,7198.5,8157.32,6962.26,7241.22,6800.58,5846.54,1286.82,-829.14,-3569.98,-6357.42,-9744.16,-11732.72,-17359.22,-13061,-14586.56,-14606.56,-32001.64,-31929.86,-31490.68,-31278.88,-31345.94,-31493.96,-28395.88,-29755.36,-25757,-25659.84,-31626.54,-31534.16,-31431.98,-29933.34,-31323.94,-30314.44,-31455.74,-31467.94,-31530.2,-31736.54,-31880.3,-32105.72,-32372.48,-32484.3,-26504,-25596.06,-32606.82,-32561.4,-32528.48,-32526.32,-32521.26,-32332.26,-32444.1,-32253.78,-27763.88,-28467.22,-25877.42,-27981.56,-24880.18,-24828.72,-24817.34,-24200.86,-22875.26,-21200.54,-18502.5,-17526.56,-15624.92,-16935.72,-16407.8,-18772.32,Yemen
Scan_2,-7445.06,-18337.12,-9796.68,-358.16,428.12,3199.08,-26832.36,-7880.56,-32729.34,-33575.58,-19097.22,-18732.44,-24944.3,-33519.46,-16503.98,-12356.4,-16381.82,-11963.6,-19278.84,-21873.74,-31092.9,-30901.6,-21260.9,-18879.56,-30466.94,-32130.82,-29020.78,-21445.94,-20923.22,-18489.72,-58.56,-4961.56,2045.76,-1089.1,7423.4,8335.72,7113.08,7393.72,6940.34,5988.66,1441.68,-679.54,-3430.54,-6239.02,-9624.38,-11636.94,-17325.92,-13030.54,-14587.52,-14630.66,-34796.58,-34778.1,-34718.94,-34449.3,-34102.1,-33993.74,-30360.1,-31429.02,-26992.4,-26537.4,-32283.78,-31977,-31873.1,-30086.12,-31571.64,-30510.8,-31552.92,-31601.74,-31692.52,-31921.76,-32149.2,-32427,-32743.88,-32862.58,-26926.62,-25907.54,-33080.86,-33070.06,-32968.78,-32937.96,-32833.32,-32743.84,-32693.88,-32470.7,-27956.22,-28628.18,-25986.18,-28043.62,-24919.64,-24853.94,-24830.04,-24218.4,-22920.08,-21258.92,-18573.04,-17589.54,-15679.42,-17037,-16503,-18848.66,Yemen
Scan_3,-7786.08,-18643.64,-9603.42,-6.64,1252.7,3970.28,-25757.44,-6813.4,-31736.7,-32730.08,-18338.2,-18368.84,-24675.9,-33601.58,-16800.32,-12848.1,-17025.78,-12812.74,-20149.48,-22795.82,-31963.74,-31709.04,-22058.76,-19537.68,-31053.32,-32682.34,-29530.18,-21900.5,-21305.76,-18857.54,-321.06,-5120.64,1902.62,-1159.42,7440.84,8339.32,7123.08,7348.3,6935.58,5962.12,1412.18,-710.9,-3468.06,-6250.34,-9615.66,-11590.64,-17207.8,-12914.8,-14450.54,-14485.48,-30800.9,-30912.6,-31118.52,-31491.96,-31688.9,-32024.72,-29033.2,-30579.76,-26549.84,-26591.68,-32665.94,-32618.78,-32538.92,-30928.64,-32265.42,-31171.46,-32121.52,-32081.24,-32084.82,-32148.72,-32239.7,-32344.88,-32499.88,-32621.16,-26620.12,-25595.54,-32687.92,-32690.66,-32548.68,-32541.88,-32381.6,-32261.54,-32241.44,-32078.88,-27595.88,-28302.96,-25692.34,-27765.7,-24661.16,-24582.2,-24564.1,-23944.6,-22627.4,-20966.82,-18298.24,-17333.78,-15437.18,-16805.82,-16303.98,-18667.32,Yemen
Scan_4,-8570.52,-19589.2,-10560.2,-1225.42,61.6,2534.26,-27133.02,-8105.58,-32849.6,-33734.88,-19260.76,-18899.38,-25073.2,-33752.26,-16824.04,-12475.48,-16529.3,-12316.16,-19498.14,-22053.34,-31257.32,-31048.28,-21406.04,-18999.28,-30615.4,-32348.26,-29302.46,-21774.7,-21242.86,-18831.34,-359.28,-5199.38,1904.68,-1163.68,7500.46,8452.14,7373.36,7626.12,7265.92,6411.64,1863.2,-306.48,-3067.64,-5891.86,-9283.96,-11331.2,-17033.28,-12791.68,-14370.58,-14468.44,-31597.88,-31486.82,-31288.9,-31281.74,-31079.3,-31409.18,-28113.56,-29462.2,-25374.68,-25378.58,-31513.56,-31507.9,-31532.98,-30015.66,-31623.72,-30500.4,-31592.98,-31729.2,-31779.64,-31978.8,-32181.96,-32399.44,-32629.52,-32806.76,-26878.04,-25875.06,-32959.64,-32922.84,-32746.52,-32718.96,-32548.42,-32405.68,-32284.78,-32115.94,-27575.36,-28241.86,-25576.78,-27640.88,-24522.2,-24515.08,-24520.96,-23893.46,-22662.22,-21043.42,-18348.36,-17386.18,-15494.26,-16896.5,-16372.48,-18724.94,Yemen
Scan_5,-7651.64,-18501.36,-9478.54,98.82,1225.86,4015.62,-25760.94,-6887.1,-31758.56,-32718.4,-18281.7,-18259.54,-24539.26,-33448.1,-16662.06,-12724.38,-16884.88,-12638.84,-19938.7,-22548.54,-31645.64,-31462.44,-21850.54,-19422.5,-30980.9,-32705.52,-29630.16,-22074.94,-21555.26,-19115.94,-650.66,-5531.14,1531.28,-1539.46,7111.8,8101.82,7033.62,7316.86,7002.2,6057.76,1585.72,-497.08,-3216.1,-5999.96,-9361.44,-11383.3,-17069.06,-12821.12,-14395.46,-14474.8,-31254.16,-31231.44,-31288.96,-31528.76,-31675.18,-31917.8,-28865.94,-30338.86,-26309.98,-26358.28,-32502.06,-32471.2,-32411.3,-30811.2,-32286.2,-31270.78,-32229.92,-32176.06,-32144.84,-32241,-32351.6,-32554.58,-32752.94,-32928.96,-26986.58,-25999.28,-33073.9,-33131.1,-33015.82,-32974.06,-32831.8,-32762,-32615.76,-32357.62,-27751.16,-28314.96,-25619.58,-27641,-24503.94,-24419.58,-24408.22,-23828.4,-22581.06,-20957.26,-18334.44,-17368.6,-15505.46,-16891.52,-16376.34,-18746.54,Yemen
Scan_6,-8496.2,-19623.46,-10642.78,-1269.58,102.94,2728.78,-26711.62,-7536.18,-32309.32,-33174.22,-18461.84,-18265.1,-24583.24,-33266.74,-16426.52,-12477,-16606.04,-12346.52,-19669.9,-22297.92,-31493.42,-31282.68,-21626.24,-19181.54,-30737.36,-32421.38,-29297.68,-21722.28,-21199.76,-18757.28,-337.14,-5233.8,1787.5,-1335.64,7253.54,8149.2,6954,7244.82,6846.38,5874.26,1343.94,-756.14,-3507.78,-6281.02,-9666.04,-11671.98,-17281.68,-13016.96,-14546.06,-14566.74,-31627.2,-31207.2,-30936.14,-30967.9,-30652.08,-30978.74,-27751.06,-29196.36,-25248.98,-25372.04,-31603,-31653.4,-31788.54,-30184.54,-31810.18,-30858.32,-31910.8,-31948.92,-32000,-32156.7,-32335.2,-32535.08,-32760.22,-32920.54,-26994.6,-26007.52,-33149.4,-33187.8,-33072.14,-33071.8,-32907.86,-32747.8,-32660.96,-32431.26,-27800.76,-28438.02,-25765.82,-27751.34,-24612.28,-24517.84,-24473.86,-23857.26,-22549.82,-20898.98,-18252.1,-17294.52,-15391.82,-16760.32,-16251.52,-18609.82,Yemen
Scan_7,-6613.22,-17625.28,-8995.08,543.76,1557.48,4241.98,-25662,-6792.72,-31703.52,-32692.46,-18282.26,-18188.22,-24442.88,-33244.78,-16396.1,-12398.22,-16468.5,-12214.78,-19460.14,-21959,-31196.96,-30885.32,-21180.8,-18757.44,-30305.4,-31960.78,-28901.32,-21374.24,-20902.84,-18543.52,-177.3,-5114.9,1865,-1273.86,7264.9,8209.1,7047.78,7330.88,6899.42,5949.12,1415.26,-707.56,-3447.4,-6227.42,-9627.56,-11626.74,-17276.92,-13006.14,-14554.48,-14609.72,-33082.7,-32963.12,-32806.38,-32723.24,-32664.24,-32640.02,-29361.24,-30665.82,-26474.96,-26383.68,-32415.9,-32262.88,-32123.38,-30390.64,-31854.24,-30761.88,-31720.56,-31709.62,-31678.74,-31815.38,-31961.94,-32204.74,-32467.54,-32548.36,-26715.84,-25757.22,-33016.8,-33053.74,-33003.82,-32983.9,-32902.02,-32821.52,-32711.98,-32462.96,-27923.74,-28507.02,-25842,-27868.76,-24742.32,-24663.38,-24638.7,-24020.8,-22712.96,-21058.22,-18384.98,-17411.34,-15518.32,-16887.88,-16362.14,-18725.06,Yemen
Scan_8,-8588.14,-19748.26,-10742.96,-1391.68,-344.6,2363.44,-27485.94,-8440.96,-33079.6,-33650.52,-19409.64,-18781.26,-25089.64,-33728.48,-16774.56,-12642.2,-16621.8,-12269.2,-19682.92,-22322.62,-31518.56,-31359.38,-21810.76,-19425.06,-31021.16,-32804.52,-29753.94,-22231.04,-21700.46,-19254.04,-753.7,-5581.46,1550.88,-1372.84,7253.28,8293,7167.08,7417.74,7052.2,6102.22,1579.32,-545.42,-3339.4,-6146.76,-9551.92,-11576.96,-17255.06,-12957.94,-14510.04,-14557.38,-30690.08,-30668.24,-30498.04,-30649.58,-30629.7,-30864.52,-27790.14,-29140,-25029.26,-24854.74,-31190.68,-31032.2,-31164.72,-29641.84,-31318.1,-30390.46,-31491.28,-31637.68,-31821.22,-32097.78,-32375.32,-32659.74,-32905.7,-33138.64,-27194.22,-26187.78,-33171.26,-33167.58,-33002.84,-32856.44,-32714.1,-32509.2,-32291.8,-31962.58,-27508.02,-28112.08,-25513.9,-27600.8,-24539.58,-24520.02,-24573.56,-24034.82,-22768.82,-21141.96,-18477.94,-17516.12,-15615.58,-16981.6,-16446.62,-18783.6,Yemen
Scan_9,-10689.68,-21611.72,-12441.38,-2983.78,-1345.76,1383.8,-28182.94,-8952.42,-33606.08,-34087.32,-19529.46,-19027.38,-24997.82,-33503.94,-16462.92,-12250.98,-16326.16,-12117.82,-19406.02,-22096.48,-31284.34,-31104.82,-21531.62,-19156.96,-30719.66,-32507.14,-29378.2,-21922.52,-21461.52,-19032.94,-597.16,-5503.14,1546.54,-1543.56,7037.14,7970.24,6876.7,7187.48,6829.22,5933.8,1434.96,-677.46,-3383.56,-6162.7,-9528.12,-11536.3,-17214.76,-12927.32,-14487,-14560.3,-32221.38,-31744.9,-31930.06,-31535.28,-30956.5,-31288.58,-28100.3,-29405.34,-25424.32,-25169.36,-31325.84,-31342.14,-31322.44,-29765.54,-31469.7,-30542.26,-31732.98,-31916.82,-32069.8,-32300.34,-32553.48,-32827.62,-33045.28,-33232.16,-27292.88,-26305.98,-33406.82,-33426.2,-33194.16,-33153.52,-33021.04,-32853.08,-32756.68,-32409.52,-27875.8,-28477.42,-25756.06,-27756.36,-24637,-24557.7,-24548.62,-23965.34,-22705.02,-21079.76,-18437.7,-17502.94,-15627.02,-17014.44,-16497.26,-18857.9,Yemen
Scan_10,-7928.46,-18828.56,-10034.28,-343.26,820.5,3593.72,-26169.6,-7092.48,-32097.58,-32934.54,-18451.34,-18424.6,-24624.96,-33474.38,-16637.18,-12605.64,-16692.2,-12471.44,-19742.18,-22394.02,-31564.08,-31391.64,-21855.8,-19483.12,-30950.36,-32739.12,-29638.74,-22078.02,-21530.52,-19091.56,-587.88,-5419.98,1682.74,-1395.08,7192.48,8147.28,6999.42,7285,6858.08,5918.2,1388.48,-735.9,-3475.5,-6260.1,-9635.92,-11627.84,-17256.24,-12949.08,-14482.92,-14507.14,-34659.28,-34270.2,-34156.38,-33988.94,-33929.22,-33805.94,-30471.24,-31723.62,-27399.78,-27191.7,-33049.82,-32897.62,-32632.72,-30957.86,-32355.64,-31199.96,-32128.32,-32169.82,-32184.76,-32362.82,-32559.5,-32805.22,-33033.66,-33239.86,-27320.58,-26309.2,-33348.96,-33396.64,-33189.22,-33057.86,-32940.04,-32861.92,-32604.38,-32412.06,-27900.56,-28550.08,-25883.16,-27934.78,-24824.38,-24744.92,-24714.4,-24103.14,-22781.56,-21118.64,-18440.56,-17458.36,-15534.18,-16894.5,-16379.3,-18729.06,Yemen
FinalAvg,-8187.364,-19155.194,-10220.424,-710.53,463.096,3160.1,-26603.402,-7575.914,-32422.702,-33257.92,-18798.778,-18565.196,-24803.906,-33547.9,-16654.59,-12584.488,-16682.888,-12413.576,-19706.23,-22324.842,-31514.56,-31311.654,-21700.098,-19269.316,-30825.622,-32536.31,-29435.996,-21878.898,-21350.744,-18914.11,-448.836,-5307.396,1745.394,-1328.224,7267.634,8215.514,7065.038,7339.214,6942.992,6004.432,1475.156,-644.562,-3390.596,-6181.66,-9563.916,-11571.462,-17227.994,-12947.658,-14497.116,-14546.722,-32273.18,-32119.248,-32023.3,-31989.558,-31872.316,-32041.72,-28824.266,-30169.634,-26056.12,-25949.73,-32017.712,-31929.728,-31882.008,-30271.538,-31787.878,-30752.076,-31793.702,-31843.904,-31898.654,-32075.984,-32258.82,-32486.402,-32721.11,-32878.332,-26943.348,-25954.118,-33050.238,-33060.802,-32927.046,-32882.27,-32760.146,-32629.884,-32530.576,-32295.53,-27765.138,-28403.98,-25751.324,-27798.48,-24684.268,-24620.338,-24608.98,-24006.708,-22718.42,-21072.452,-18404.986,-17438.794,-15542.816,-16910.53,-16390.044,-18746.522,Yemen
Scan_1,-10448.84,-18966.32,-13465.14,-7394.22,-3783.5,691.72,-25418.04,-8604.02,-32847.84,-33712.6,-31365.06,-24867.54,-28334.86,-33860.28,-25655.1,-19851.52,-17951.3,-16565.98,-22356.1,-26825.84,-32913.8,-32814.92,-26152.7,-26119.92,-31640.36,-32654.16,-32346.84,-28017.4,-26040.36,-22500.88,-6557.72,-9946.36,-6294.74,-987.22,-3113.06,2830.22,4170.92,5430.64,1020.4,-237.88,256.08,-3338.16,-5180.04,-8519.42,-12097.92,-13445.66,-18855.88,-15711.08,-15546.22,-15224.42,-30812.06,-31023.5,-30911.34,-31200.3,-30705.94,-30847.62,-26273.58,-29047.52,-19852.4,-26836.24,-30794.24,-30798.22,-30665.08,-27501.02,-30812.06,-29603,-30892.32,-31075.36,-31214.24,-31512.08,-27994.06,-29996.64,-32470.84,-32717.46,-25017.38,-25832.96,-33114.28,-33208.28,-33027.64,-32942.94,-32872.7,-32707.34,-32628.9,-32175.62,-28107.6,-29114.72,-26252.3,-28087.14,-25643.52,-25244.58,-24722.78,-23815.58,-22553.54,-20398.38,-16704.98,-15867.1,-13142.08,-14223.46,-15386.56,-18323.66,Yemen
Scan_2,-10854.16,-19106.34,-13639.84,-7446.14,-4054.8,378.74,-25522.36,-8808.1,-33055.04,-34048.06,-31810.06,-25104.94,-28800.24,-34111.3,-25881.58,-20195.12,-18414.92,-16944.46,-22663.8,-27239.92,-33159.2,-33044.9,-26464.22,-26446.7,-31932.66,-32918.18,-32562.86,-28170.06,-26104.34,-22514.74,-6526.96,-9900.66,-6294.86,-1008.32,-3217.56,2752.76,3996.7,5268.42,827.7,-490.3,-12.14,-3607.5,-5461.44,-8795.34,-12388.46,-13749.72,-19150.74,-15989.32,-15811.72,-15466.26,-32100.48,-32077.64,-32063.84,-32298.12,-32099.5,-32230.3,-27258.38,-30135.28,-21115.88,-28072.58,-32105.02,-31957.76,-31889.32,-28565.86,-31741.52,-30598.5,-31779.74,-31857.84,-31825,-32024.08,-28322.54,-30195.66,-32533.28,-32719.68,-24893.62,-25616.76,-32826.86,-32892.06,-32761.2,-32688.3,-32473.76,-32395.84,-32408.04,-31995.5,-27976.92,-28947.88,-26114.94,-27942.8,-25506.22,-25107.14,-24564.86,-23677.68,-22412.9,-20249.54,-16651.72,-15841.68,-13128.94,-14170.04,-15336.1,-18273.22,Yemen
Scan_3,-8804.94,-17717.7,-12634.12,-6792.32,-3582.3,678.06,-25318.7,-8648.68,-32735.24,-33684.04,-31394.06,-24602.62,-28294.72,-33518.28,-25356.04,-19484.64,-17728.3,-16077.86,-21854.92,-26285.8,-32153.26,-32052.94,-25327.8,-25397.7,-30936,-31977.22,-31750.06,-27481.48,-25539.28,-22082.94,-6282.2,-9761.04,-6199.4,-994.48,-3245.7,2717.12,3953.88,5226.3,764.64,-500.12,-47.42,-3625.24,-5496.9,-8824.16,-12413,-13777.48,-19147.46,-16034.44,-15850.84,-15497.9,-32071.48,-32085.46,-31533.7,-31741.04,-31318.54,-31455.48,-26642.76,-29504,-20249.88,-27335.26,-31500.6,-31358.4,-31408.02,-28030.4,-31386.76,-30100,-31385.04,-31431.28,-31493.32,-31706.58,-28214.4,-30124.5,-32758.7,-32741.72,-25114.84,-25864.98,-33217.18,-33198.82,-33087.18,-33016.76,-32865.1,-32744.62,-32591.88,-32133.16,-28077.16,-28991.72,-26119.2,-27904.42,-25467.78,-25054.56,-24491.32,-23611.06,-22324.18,-20160.44,-16549.8,-15716.5,-12991.84,-14010.3,-15178.86,-18094.68,Yemen
Scan_4,-7424.8,-16270.34,-11279.46,-5090.16,-2396.82,2030.7,-24149.02,-7530.64,-31757.54,-32945.12,-30562.34,-24150.58,-27911.86,-33389.4,-25310.32,-19657.1,-18004.98,-16534.74,-22445.64,-27068.28,-33033.28,-32960.04,-26427.46,-26372.78,-31901.36,-33010.16,-32729.34,-28454.04,-26379.16,-22841.68,-6906.24,-10285.3,-6617.22,-1334.54,-3397.6,2568.82,3856.18,5187.72,766.4,-491.54,-7.62,-3562.34,-5421.74,-8753.86,-12342.04,-13696.92,-19082.42,-15956.32,-15780.08,-15441.38,-31424.16,-31223.76,-30955.04,-31007.72,-31151.9,-31249.4,-26595.42,-29532.26,-20372.34,-27646.68,-31765.74,-31776.96,-31821.44,-28556.74,-31891.9,-30684.7,-32025.06,-32091.16,-32232.82,-32467.9,-28831.22,-30733.96,-33043.82,-33274.3,-25425.58,-26097.14,-33172.78,-33111.28,-33049.78,-32860.14,-32715.62,-32517.24,-32373.62,-31976.14,-27867.68,-28858.72,-26054.44,-27866.86,-25474.34,-25085.82,-24542.9,-23671.48,-22397.24,-20221.62,-16603.22,-15777.54,-13054.52,-14072.62,-15242.76,-18158.38,Yemen
Scan_5,-8560.7,-17115.2,-12138.58,-6050,-2985.9,1329.22,-24891.68,-8368.72,-32653.58,-33679.52,-31413.64,-24782.06,-28544.3,-33892.88,-25686.22,-19932.58,-18148.1,-16670.12,-22547.28,-27117.64,-32956.9,-32904.16,-26339.46,-26323.3,-31799.58,-32852.88,-32499.5,-28159.34,-26093.4,-22501.3,-6556.22,-9955.82,-6321.34,-978.78,-3128.98,2843,4049.36,5311.38,861.78,-436.26,31.32,-3580.42,-5461.86,-8801.7,-12440.04,-13809.18,-19228.94,-16030.76,-15874.4,-15547.22,-33172.18,-32641.7,-32412.92,-32256.22,-32140.6,-32031.18,-27335.4,-30235.94,-20954.58,-27915.08,-31852.64,-31750.46,-31784.5,-28480.4,-31711.42,-30452.58,-31681.12,-31769.16,-31881.6,-32092.38,-28410.44,-30340.5,-32702.38,-32905.18,-25092.9,-25789.5,-32964.06,-32929.72,-32769.1,-32576.14,-32483.44,-32417.94,-32329.94,-31899.82,-27872.18,-28873.14,-26072.32,-27933.38,-25531.98,-25177.76,-24661.12,-23800.66,-22531.66,-20373.76,-16784.8,-15965.32,-13247.86,-14287,-15444.3,-18365.32,Yemen
Scan_6,-8771.98,-17589.74,-12717.22,-6876.66,-3814.64,457.52,-25787.38,-9100.68,-33288.72,-34336.82,-32058.28,-25317.68,-29033.32,-34329.86,-26095.04,-20310.42,-18440.76,-16886.62,-22491.26,-26994.4,-32951.62,-32780.06,-26154.34,-26170.8,-31687.86,-32716.46,-32401.6,-28077,-26051.06,-22481.82,-6579.22,-9964.34,-6320.36,-1069.26,-3233.36,2715.52,3936.1,5166.8,705.56,-607.56,-140.74,-3756.24,-5607.1,-8943.74,-12545.26,-13900.82,-19260.66,-16155.1,-15977.16,-15626.48,-33613.94,-33265.84,-32821.28,-32693.26,-32138.22,-31884.12,-27310.74,-29916.1,-20574.62,-27612.34,-31455.9,-31381.6,-31324.34,-28101.58,-31316.54,-30121.38,-31316.7,-31391.74,-31398.84,-31642.42,-28049.8,-30000.86,-32441.08,-32613.06,-24841.44,-25603.5,-32843.68,-32882.44,-32737.64,-32595.7,-32574.82,-32433.84,-32344.36,-31991.72,-27960.34,-28958.02,-26140.38,-27966.32,-25528.44,-25125.26,-24552.5,-23639.02,-22323.3,-20138.6,-16524.5,-15700.44,-12971.66,-14001,-15171.46,-18092,Yemen
Scan_7,-10139.92,-18595.78,-13270.76,-7049.38,-3515.1,1008.6,-24764.8,-7866.54,-31837.54,-32805,-30237.94,-23566.12,-27233.14,-32717.46,-24584.02,-18881.3,-17248.52,-15888.02,-21716.08,-26327,-32263.92,-32226.86,-25635.32,-25707.28,-31237.32,-32266.14,-31966.52,-27687.26,-25682.6,-22189.72,-6335.26,-9781.1,-6203.08,-1007.32,-3173.48,2817.3,4016.36,5215.02,750.24,-498.14,-25.94,-3642.56,-5439.4,-8781.86,-12359.54,-13725.38,-19099.24,-15996.42,-15827.22,-15486.86,-32433.9,-32483.24,-32241.7,-31867.7,-31324.96,-31449.24,-26672.6,-29563.26,-20391.98,-27709.54,-31927.52,-31937.52,-32016.56,-28690.46,-32027.52,-30750.74,-32007.74,-32003.08,-32046.12,-32137.8,-28505.12,-30326.3,-32716.32,-32773.24,-24927.18,-25606.06,-32862.36,-32843.9,-32719.76,-32634.88,-32493.28,-32369.02,-32245.82,-31872.66,-27786.72,-28712.18,-25873.54,-27666.42,-25231.86,-24823.76,-24278.02,-23398.64,-22160.22,-20011.54,-16444.1,-15642.38,-12955.46,-14009.02,-15192.96,-18141.7,Yemen
Scan_8,-9200,-17690.66,-12348.64,-6323.92,-3111,1445.58,-24566.32,-7778.04,-31951.16,-33046.98,-30565.04,-24014.7,-27674.46,-33149.26,-24982.88,-19278.56,-17737.64,-16316.14,-22289.8,-26937.02,-32960.06,-32955.98,-26491.24,-26513.68,-32034.02,-33106.84,-32768.16,-28387.2,-26323.92,-22731.9,-6764.98,-10135.16,-6474.54,-1232.34,-3436.06,2520.3,3729.04,5006.38,523.08,-758.9,-330.5,-3910.92,-5757.28,-9062.18,-12641.56,-13965.26,-19322.28,-16127.44,-15926.1,-15544.38,-31367.66,-31037.08,-30790.02,-31049.74,-30945.94,-31046.08,-26452.98,-29368.9,-20252.7,-27555.62,-31706.94,-31707.62,-31758.12,-28498.56,-31814.66,-30587.84,-31969.04,-32049.94,-32165.88,-32343.98,-28697.22,-30589.38,-32825.52,-33061.76,-25201.32,-25874.4,-33012.66,-33102.2,-32976.12,-32869.06,-32789.28,-32630.6,-32570,-32212.54,-28163.32,-29153.22,-26335.7,-28158.22,-25722.86,-25306.96,-24748.3,-23814.56,-22495.26,-20298.74,-16686.9,-15866.06,-13111.58,-14151.34,-15323.4,-18247.82,Yemen
Scan_9,-7981.06,-16523.16,-11562.52,-5376.12,-2285.8,2114.62,-24170.7,-7599.58,-31852.56,-33055.98,-30778.06,-24441,-28221.54,-33701.74,-25548.68,-19926.86,-18241.54,-16774.82,-22553.74,-27180.64,-32991.54,-32954.32,-26331.62,-26288.34,-31735.16,-32682.34,-32350.7,-27958.58,-25864.9,-22283.5,-6304.16,-9663.04,-5972.56,-684.06,-2844.62,3069.1,4298.94,5538.1,1062.02,-264.68,151.92,-3469.68,-5361.28,-8725.36,-12350.36,-13710.26,-19107.58,-15976.96,-15796.94,-15458.62,-33570.08,-33216.76,-32582.56,-32472.58,-32257.16,-32161.96,-27443.44,-30247.18,-20932.42,-28057,-31987.5,-31986.32,-31915.94,-28614.86,-31754.86,-30513.38,-31752.28,-31774.04,-31787.84,-31998.04,-28270.04,-30207.34,-32596.06,-32780.74,-25004.62,-25773.72,-32999.9,-33053.26,-32940.52,-32779.04,-32790.32,-32679.06,-32557.32,-32197.2,-28162.62,-29196.16,-26334.44,-28181.16,-25746.36,-25334.02,-24762.12,-23857.1,-22556.22,-20336.98,-16720.64,-15863.9,-13113.46,-14122.96,-15282,-18208.36,Yemen
Scan_10,-6327.8,-14977.2,-10793.1,-4793.18,-2094.4,2057.36,-24253.96,-7750.16,-32044.2,-33169.64,-30817.46,-24402.04,-28075,-33597.86,-25440.62,-19799.22,-18136.06,-16680.64,-22545.46,-27065.74,-32914.66,-32731.28,-26064.74,-25956.48,-31364.52,-32304.86,-32000.28,-27678.7,-25707.66,-22192.5,-6380.26,-9881,-6304.36,-1123.02,-3397.62,2548.72,3770.82,5052.3,580.24,-692.16,-226.92,-3823.04,-5692.32,-9023.44,-12619.7,-13963.76,-19295.86,-16162.84,-15966.4,-15588.74,-35395.3,-35050.38,-34678.54,-34276.68,-33960.02,-33719.08,-28694.52,-31345.98,-21963.18,-29044.6,-33037,-33036.02,-32924.18,-29672.58,-32886.7,-31527.44,-32694.24,-32640.7,-32651.7,-32709.84,-28935.8,-30726.98,-33015.28,-33139.14,-25333.06,-26075.52,-33372.2,-33443.2,-33334.34,-33315.7,-33198.74,-33017.24,-32902.7,-32442.4,-28427.88,-29310.6,-26408.28,-28161.44,-25697.76,-25255.6,-24650.02,-23714.68,-22379.7,-20188.66,-16553.9,-15729.02,-12973.22,-14000.3,-15174.82,-18110.12,Yemen
FinalAvg,-8851.42,-17455.244,-12384.938,-6319.21,-3162.426,1219.212,-24884.296,-8205.516,-32402.342,-33448.376,-31100.194,-24524.928,-28212.344,-33626.832,-25454.05,-19731.732,-18005.212,-16533.94,-22346.408,-26904.228,-32829.824,-32742.546,-26138.89,-26129.698,-31626.884,-32648.924,-32337.586,-28007.106,-25978.668,-22432.098,-6519.322,-9927.382,-6300.246,-1041.934,-3218.804,2738.286,3977.83,5240.306,786.206,-497.754,-35.196,-3631.61,-5487.936,-8823.106,-12419.788,-13774.444,-19155.106,-16014.068,-15835.708,-15488.226,-32596.124,-32410.536,-32099.094,-32086.336,-31804.278,-31807.446,-27067.982,-29889.642,-20665.998,-27778.494,-31813.31,-31769.088,-31750.75,-28471.246,-31734.394,-30493.956,-31750.328,-31808.43,-31869.736,-32063.51,-28423.064,-30324.212,-32710.328,-32872.628,-25085.194,-25813.454,-33038.596,-33066.516,-32940.328,-32827.866,-32725.706,-32591.274,-32495.258,-32089.676,-28040.242,-29011.636,-26170.554,-27986.816,-25555.112,-25151.546,-24597.394,-23700.046,-22413.422,-20237.826,-16622.456,-15796.994,-13069.062,-14104.804,-15273.322,-18201.526,Yemen
